NCT_ID,Brief_Title,Has_Adverse_Events,Total_Deaths,Total_Serious_AEs,Total_Other_AEs,Unique_Serious_Events,Unique_Other_Events,Event_Groups
NCT00348673,"A Study in Asymptomatic HIV Infected Patients to Investigate Pharmacodynamics, Pharmacokinetics, Saf...",True,0,1,37,1,61,8
NCT02549573,Outpatient Physical Therapy Intervention in Subjects With Parkinson's Disease Currently Using APOKYN...,True,0,1,0,1,0,2
NCT03213873,Neuroplasticity in Parkinson´s Disease After Training,True,0,0,8,0,2,2
NCT01178073,A Study of First-Line Ambrisentan and Tadalafil Combination Therapy in Subjects With Pulmonary Arter...,True,0,255,554,261,52,3
NCT03098173,Comparing Early Versus Elective Colonoscopy,True,0,2,17,2,12,2
NCT01315873,Bortezomib and Bendamustine to Treat Relapsed/Refractory Myeloma,True,0,0,0,0,0,1
NCT03924427,An Investigational Study to Evaluate Experimental Medication BMS-986165 in Japanese Participants Wit...,True,0,5,40,5,7,1
NCT02342327,Smoking Cessation in Menthol Flavored Cigarette Smokers,True,0,0,0,0,0,2
NCT01492673,"Cyclophosphamide, Topotecan, and Bevacizumab (CTB) in Patients With Relapsed/Refractory Ewing's Sarc...",True,6,7,7,12,32,1
NCT02329327,A Study in Participants With Acute Major Bleeding to Evaluate the Ability of Andexanet Alfa to Rever...,True,81,200,48,149,1,2
NCT00417027,Programmed Intermittent Epidural Bolus Time Interval and Injection Volume,True,0,0,0,0,0,3
NCT00987727,Safety and Efficacy of Carboxymethylcellulose for Ocular Surface Integrity in Symptomatic Dry Eye,True,0,2,0,2,0,2
NCT02273973,A Study of Neoadjuvant Letrozole + Taselisib Versus Letrozole + Placebo in Post-Menopausal Women Wit...,True,1,24,256,24,26,2
NCT04387773,"Effect of GOCOVRI (Amantadine, Extended Release Capsules) on Gait in Parkinson's Disease",True,0,0,3,0,3,3
NCT03910673,Intravenous Fosfomycin Pharmacokinetics Study,True,0,0,38,0,26,1
NCT04625673,OsciPulse Device for the Prevention of VTE,True,0,1,0,1,0,3
NCT03329573,Bioequivalence Study of Paroxetine Immediate Release (IR) Tablets Manufactured in GlaxoSmithKline Ti...,True,0,0,55,0,38,4
NCT01977573,A Study to Evaluate Safety and Efficacy of GSK1278863 in Non-Dialysis Dependent (NDD) Subjects With ...,True,0,44,94,63,19,4
NCT00655473,A Study of the Effect of RO4607381 on Atherosclerotic Plaque in Patients With Coronary Heart Disease,True,0,39,0,31,0,2
NCT00697073,Study to Assess the Safety and Tolerability of Idebenone in the Treatment of Friedreich's Ataxia Pat...,True,0,4,66,11,4,1
NCT00412373,Evaluation of Effectiveness and Safety of Flexible-dose Paliperidone Extended Release in Patients Wi...,True,0,19,88,9,5,2
NCT02537873,Drug Interaction and Self Administration Studies of Compounds for Cocaine Use Disorder,True,0,0,2,0,2,2
NCT01726673,Robots Paired With tDCS in Stroke Recovery,True,0,0,3,0,3,2
NCT03384173,NIRS Monitoring to Detect AKI in Preterm Infants,True,0,0,0,0,0,2
NCT00249873,Atrial Fibrillation Clopidogrel Trial With Irbesartan for Prevention of Vascular Events (ACTIVE A),True,0,2223,5044,872,17,2
NCT00749073,The Vertos MILD™ Preliminary Patient Evaluation Study,True,0,0,0,0,0,1
NCT01100073,Kinetic Tremor in Parkinsons Disease: Its Course Under Pramipexole (Mirapexin®) Treatment and Impact...,True,0,3,0,3,0,1
NCT03623373,Acalabrutinib With Bendamustine / Rituximab Followed by Cytarabine / Rituximab for Untreated Mantle ...,True,3,8,13,8,93,1
NCT03355573,A Study to Evaluate the Long Term Safety and Efficacy of Bimekizumab in Subjects With Ankylosing Spo...,True,2,46,176,49,15,1
NCT04223973,MEDTRUM A7+ TouchCare Insulin Patch Pump (MedInPS),True,0,1,9,1,2,2
NCT03316573,Pembrolizumab in Neoplasms or Lymphomas,True,10,8,18,18,84,1
NCT01236573,Cell Therapy for Metastatic Melanoma Using CD8 Enriched Tumor Infiltrating Lymphocytes,True,0,8,34,12,81,11
NCT04938427,"A Study of Soticlestat as an Add-on Therapy in Children, Teenagers, and Adults With Lennox-Gastaut S...",True,0,21,120,24,10,2
NCT02344173,ABLATOR Ablation Observational Registry,True,8,356,0,26,0,1
NCT01567527,"Efficacy, Safety, and Tolerability of an Intramuscular Formulation of Aripiprazole (OPC-14597) as Ma...",True,2,138,698,49,8,5
NCT00742027,Phase II Study of Oral Panobinostat in Adult Participants With Relapsed/Refractory Classical Hodgkin...,True,0,51,129,64,126,1
NCT00708227,Pharmacogenetics of b2-Agonists in Asthma.,True,0,0,1,0,1,4
NCT00839527,A Study to Determine the Safety and Efficacy of Albiglutide in Subjects With Type 2 Diabetes,True,0,108,537,94,75,3
NCT01106027,Dosing Regimen of Eculizumab Added to Conventional Treatment in Positive Crossmatch Deceased Donor K...,True,0,1,2,2,5,1
NCT03853473,Prehabilitation of Frail Surgical Cancer Patients Using Remote Ischemic Preconditioning,True,0,0,1,0,1,2
NCT00788073,"Safety, Tolerability and Efficacy Study of STX209 in Subjects With Fragile X Syndrome",True,0,1,73,1,10,2
NCT03482973,Pecto-Intercostal Fascial Block for Postoperative Analgesia After Cardiac Surgery,True,1,1,0,1,0,2
NCT02964273,"Safety, Pharmacokinetics, Tolerability and Efficacy of Tolvaptan in Children and Adolescents With AD...",True,0,22,164,23,58,4
NCT01172873,D-Cycloserine Augmentation to CBT With Exposure and Response Prevention in Adults and Adolescents Wi...,True,0,2,8,2,3,2
NCT03354273,An International Study to Evaluate Diagnostic Efficacy of Flurpiridaz (18F) Injection PET MPI in the...,True,1,20,145,18,3,1
NCT01027273,Prevent Return of Stroke Study,True,0,0,0,0,0,2
NCT00492973,Do Corticosteroid Injections During Total Knee Replacement Improve Early Clinical Results?,True,0,1,2,1,1,2
NCT01601873,Propaten Randomized Investigation on Cost-benefit and Efficacy,True,11,0,39,0,6,2
NCT04707573,Study to Assess the Safety and Pharmacokinetics of AKB-6548 in Participants With Chronic Kidney Dise...,True,0,0,8,0,17,2
NCT01378273,Preterm Erythropoietin Neuroprotection Trial (PENUT Trial),True,98,566,936,11,8,2
NCT02723773,A Long-term Follow-up Study (ZOE-LTFU) of Two Studies 110390 (ZOSTER-006) and 113077 (ZOSTER-022) to...,True,56,81,112,60,33,4
NCT01551173,Efficacy and Safety of Fluvastatin Sodium Extended Release Tablets 80 mg Once Daily in Chinese Patie...,True,0,12,64,7,6,3
NCT02806973,A Study of Single or Repeated Doses of Glucagon in Participants With Diabetes,True,0,1,107,1,55,4
NCT00759473,D-Cycloserine Facilitation of Cocaine - Cue Extinction,True,0,0,0,0,0,5
NCT01262573,Barbed Suture vs Smooth Suture for Vaginal Cuff Closure,True,0,0,0,0,0,2
NCT03341273,Placebo-Controlled Trial of Antibiotic Therapy in Adults With Suspect Lower Respiratory Tract Infect...,True,0,0,211,0,4,2
NCT02670473,Clinical Performance of Existing Wearers of Enfilcon A Following a Refit With Fanfilcon A Lenses for...,True,0,0,0,0,0,1
NCT02004873,Micra Transcatheter Pacing Study,True,0,226,0,154,0,1
NCT04621227,Study To Evaluate The Effect Of Two Steady State Doses of PF 06882961 On Rosuvastatin And Midazolam ...,True,0,1,52,1,37,8
NCT03644927,Exercise Maintenance in Chronic Pain and PTSD,True,0,0,2,0,3,1
NCT01410773,User Performance Evaluation of an Investigational Blood Glucose Monitoring System,True,0,0,0,0,0,1
NCT05288673,A Study of Multiple Doses of ALXN1210 in Healthy Adult Participants,True,0,0,16,0,34,3
NCT02158273,Medication Development in Alcoholism: Investigating PPAR Agonists,True,0,0,2,0,1,2
NCT00247273,A Study of Monthly Risedronate for Osteoporosis,True,0,128,1132,129,56,2
NCT03518073,A Study of LY3303560 in Participants With Early Symptomatic Alzheimer's Disease,True,6,55,200,63,21,3
NCT00331773,Radiation Therapy in Treating Patients With Stage II Prostate Cancer,True,0,60,963,48,19,2
NCT01890473,Study to Characterize the Pharmacokinetics of a Single Dose of SC Abatacept 125 mg Using the BD Auto...,True,0,1,0,1,0,2
NCT00997373,Letrozole as a Treatment of Endometrial Cancer,True,0,1,3,1,1,2
NCT02598973,Effect of Exercise in Parkinsonism,True,0,1,2,1,1,2
NCT01219673,Symptom Burden in Head and Neck Cancer,True,0,0,0,0,0,8
NCT03532373,Testing of a Tool to Elicit Patient Preferences for CTS,True,0,0,0,0,0,2
NCT03644173,Personal Resilience Empowerment Program Study,True,2,2,0,1,0,2
NCT01375673,Effects of Exercise Training on Fluid Instability in Heart Failure Patients,True,0,0,0,0,0,2
NCT03949673,Study to Evaluate Arthroplasty Specimens for Osteoarthritis of the Knee and Hip,True,0,0,0,0,0,3
NCT02081573,Brief CBT Interventions Delivered by Nurse Care Managers to Improve Type 2 Diabetes Outcomes: Pilot ...,True,0,0,0,0,0,1
NCT02501473,Study of Intratumoral G100 With Or Without Pembrolizumab or Rituximab In Participants With Follicula...,True,3,5,51,5,168,7
NCT02836873,Safety and Efficacy of Bexagliflozin in Type 2 Diabetes Mellitus Patients With Moderate Renal Impair...,True,0,20,98,26,8,2
NCT00989573,A Dose-finding and Confirmatory Trial of OPC-6535 in Patients With Active Crohn's Disease,True,0,22,107,12,21,3
NCT05156073,Shared Decision Making About Medication Use for People With Multiple Health Problems,True,0,3,0,2,0,1
NCT03554473,M7824 and Topotecan or Temozolomide in Relapsed Small Cell Lung Cancers,True,36,21,37,26,172,3
NCT03056573,Assessment of the St Jude Medical Portico Resheathable Aortic Valve System-Alternative Access,True,6,36,39,39,38,2
NCT03155373,The Right Ventricular Pulmonary Circulation Continuum in Mitral Valve Disease Study,True,2,0,0,0,0,1
NCT03683173,Promoting Physical Activity in Rural Communities,True,9,0,0,0,0,2
NCT01379573,Preventive Approach to Congenital Heart Block With Hydroxychloroquine,True,0,0,11,0,9,1
NCT04608773,Blinded Dry Mouth Spray Crossover Study,True,0,0,5,0,1,2
NCT01349673,The Safety and Tolerability of Budesonide Foam in Participants With Active Ulcerative Proctitis or P...,True,0,0,66,0,14,1
NCT02186873,A Study of Golimumab in Participants With Active Ankylosing Spondylitis,True,0,7,51,8,4,3
NCT02290873,A Phase III Study of the Efficacy and Safety of Remimazolam Compared to Placebo and Midazolam in Col...,True,0,0,358,0,8,3
NCT04457973,Home-based Transcranial Direct Current Stimulation for Pain Management in Persons With Alzheimer's D...,True,0,0,0,0,0,2
NCT02515773,Metformin for Overweight & OBese ChILdren and Adolescents With BDS Treated With SGAs,True,0,37,691,17,10,2
NCT01303627,Safety of Remifentanil Infusion,True,0,0,0,0,0,2
NCT02927327,Clinical Evaluation Of MP26 Features in Adults,True,0,0,0,0,0,2
NCT05611073,Maximizing Visual Outcomes With Eyhance IOLs,True,0,0,0,0,0,2
NCT02907073,Positron Emission Tomography (PET) Imaging Studies With NIS Reporter,True,0,0,0,0,0,3
NCT05253573,Mobile Health Technology for Personalized Tobacco Cessation Support Among Cancer Survivors in Laos,True,1,0,0,0,0,2
NCT01808573,A Study of Neratinib Plus Capecitabine Versus Lapatinib Plus Capecitabine in Patients With HER2+ Met...,True,462,196,610,155,45,2
NCT00409773,Ezetimibe/Simvastatin in Patients With Metabolic Syndrome (0653A-107)(COMPLETED),True,0,10,83,11,19,5
NCT04162873,Celecoxib Through Surgery and Radiation Therapy for the Treatment of Advanced Head and Neck Cancer,True,0,3,12,6,60,2
NCT01756573,Dexamethasone and Block Duration in Upper Extremity,True,0,0,0,0,0,3
NCT00023673,Radiation Therapy Combined With Paclitaxel and Carboplatin in Treating Patients With Stage III Non-S...,True,0,43,60,49,115,2
NCT00131573,An Implantable Microstimulator for the Chronic Treatment of Urinary Urgency-Frequency Syndrome,True,0,0,51,0,46,2
NCT02588573,Overall Performance of a 1-day Silicone Hydrogel Lens When Habitual Soft Lens Wearers Are Refit,True,0,0,0,0,0,4
NCT05626673,Exploring the Experience of Using a Prayer Mobile App,True,0,0,0,0,0,1
NCT02597673,Trial of Self-managed Approaches for Patellofemoral Pain Syndrome in Active Duty,True,0,0,0,0,0,4
NCT01622673,A Pharmacokinetic Study to Evaluate the Effect of Antacids on Raltegravir (MK-0518) in HIV-Infected ...,True,0,0,0,0,0,5
NCT00854373,Concomitant Administration of FSH With HCG Improves Oocyte Maturation and Quality Double -Blinded Ra...,True,0,0,0,0,0,2
NCT02431273,Safety and Pharmacokinetic Study of HIV Prophylaxis Using Antiretroviral Intravaginal Rings in Healt...,True,0,0,16,0,10,3
NCT00619073,PACT (Platelet Activity After Clopidogrel Termination),True,0,0,0,0,0,2
NCT05135273,Study of the Transmission-Blocking Vaccine Pfs230D1-EPA/Matrix-M Against Malaria in Adults in Mali,True,0,1,74,1,42,8
NCT01616173,Analgesic Benefits of Perineural Versus Intravenous Dexamethasone in Patients Receiving Sciatic Nerv...,True,0,0,0,0,0,3
NCT00612573,Treatment of Moderate to Severe Facial Acne Vulgaris,True,0,1,96,1,17,4
NCT02545127,Merotocin in Mothers With Inadequate Milk Production and Infants Delivered Prematurely,True,0,1,1,1,1,2
NCT00476827,A Phase II Safety and Tolerability Study of Bevacizumab When Added to Single-agent Chemotherapy to T...,True,0,4,8,4,69,4
NCT01114373,Melatonin and Nighttime Blood Pressure in African Americans--24 mg Study,True,0,0,46,0,7,2
NCT02375373,Effects of Adding Chickpeas to the American Diet (Long Term Study),True,0,0,0,0,0,1
NCT00586573,Open-Label Pilot Study of Namenda in Adult Subjects With ADHD and ADHD NOS,True,0,0,34,0,20,1
NCT00659373,Brain Function in Premenopausal Women Receiving Tamoxifen With or Without Ovarian Function Suppressi...,True,0,0,0,0,0,2
NCT05418673,A Study to Assess if BIIB122 Tablets Are Safe and Can Slow Worsening of Early-Stage Parkinson's Dise...,True,0,0,5,0,7,1
NCT01688973,Tivantinib With or Without Erlotinib Hydrochloride in Treating Patients With Metastatic or Locally A...,True,41,25,45,43,62,2
NCT05768373,A Comparison Study of Hypersensitivity Treatment,True,0,0,0,0,0,2
NCT04221373,Exoskeletal-Assisted Walking in SCI Acute Inpatient Rehabilitation,True,0,0,5,0,4,2
NCT02177773,GA-68 DOTA-TOC of Somatostatin Positive Malignancies,True,0,0,0,0,0,1
NCT00742573,Incorporating Patient Treatment Choice to Improve Treatment Retention in Depressed Hispanics,True,0,0,0,0,0,2
NCT03408873,CAE Plus LAI in Individuals With Bipolar Disorder at Risk for Treatment Non-adherence (BD-CAEL),True,0,0,23,0,7,1
NCT03705273,Comparison of Dexamethasone Oral Preparations to Assess Taste and Acceptance in Children With Asthma...,True,0,0,0,0,0,2
NCT01327573,Eculizumab Therapy for Chronic Complement-Mediated Injury in Kidney Transplantation,True,0,7,2,3,2,2
NCT02067273,Transcranial Magnetic Stimulation (TMS) for CRPS,True,0,0,11,0,8,2
NCT02634073,"A Phase IV, Open Label, 4-period Cross-over Study to Investigate a Drug Interaction Between Lamivudi...",True,0,0,5,0,5,4
NCT03325673,Clinical Trial to Evaluate the Symptoms in Symptomatic Contact Lens Wearers Following Application of...,True,0,0,7,0,2,2
NCT00609973,Ciprofloxacin for the Prevention of Postoperative Endoscopic Recurrence in Crohn's Disease,True,0,1,12,1,7,2
NCT03455673,Exclusion of Intra-atrial Thrombus Before Catheter Ablation,True,0,2,1,2,1,1
NCT00910273,"Effects of Etanercept on the Heart, Veins and Thickness of Certain Major Arteries In Ankylosing Spon...",True,0,1,12,1,12,2
NCT05643573,A Study to Learn How Well the Study Treatment Asundexian Works and How Safe it is Compared to Apixab...,True,158,1181,922,500,5,2
NCT04750473,Fluciclovine and PSMA PET/CT for the Classification and Improved Staging of Invasive Lobular Breast ...,True,0,0,0,0,0,1
NCT01860573,"Neurodevelopmental and Growth Outcomes of Early, Aggressive Protein Intake in Very Low Birthweight I...",True,0,50,67,5,2,2
NCT05104073,Califormula Study: Calibrated Formula Feeding to Optimize Infant Growth,True,0,0,25,0,1,2
NCT01158573,Role of Cysteinyl Leukotrienes in the Pathogenesis of Asthma in Obesity,True,0,0,0,0,0,4
NCT03382873,Augmented Care at Worksite for Diabetes Prevention,True,1,5,17,5,2,2
NCT01597973,Trial for the Treatment of Extensively Drug-Resistant Gram-negative Bacilli (OVERCOME),True,183,23,330,27,382,2
NCT00278473,Psychosocial Treatment for Attention Deficit Hyperactivity Disorder in Adults,True,0,0,0,0,0,2
NCT01575873,Efficacy and Safety of Denosumab Compared With Risedronate in Individuals Taking Glucocorticoids,True,22,190,153,220,4,2
NCT00900627,Phase I/II AZD8931/Paclitaxel in Treatment of Advanced Solid Tumours (Phase I) and Advanced Breast C...,True,0,48,207,56,415,6
NCT05085327,Clinical Study to Evaluate the Sun Protection Factor (SPF) of Sunscreen Products,True,0,0,0,0,0,6
NCT02281773,"A Study to Investigate the Efficacy, Safety and Tolerability of Four Different Doses of BI 409306 Co...",True,0,10,47,7,3,5
NCT00690573,"Safety, Efficacy, and Pharmacokinetics of Adalimumab in Japanese Children With Juvenile Rheumatoid A...",True,0,6,25,10,45,1
NCT00132873,Trial of Xyrem® (Sodium Oxybate) for the Treatment of Narcolepsy,True,0,11,54,14,14,1
NCT00560573,"Study Of CP-751,871 In Combination With Cisplatin And Gemcitabine In Chemotherapy-Naïve Patients Wit...",True,0,25,45,53,201,6
NCT00912873,Optimizing Local Anesthetic Concentration for Continuous Lumbar Plexus Nerve Blocks,True,0,0,0,0,0,2
NCT03446573,Switch Study to Evaluate Dolutegravir Plus Lamivudine in Virologically Suppressed Human Immunodefici...,True,4,124,819,120,87,4
NCT03386773,Reporting Patient Generated Health Data and Patient Reported Outcomes With Health Information Techno...,True,0,0,0,0,0,2
NCT00095173,BMS-188667 in Children and Adolescents With Juvenile Rheumatoid Arthritis,True,0,37,165,40,80,4
NCT02706873,A Study to Compare Upadacitinib (ABT-494) Monotherapy to Methotrexate (MTX) Monotherapy in Adults Wi...,True,59,500,2154,252,71,13
NCT00353873,Seretide Versus Flixotide In Asthmatic Children Not Controlled By Inhaled Corticosteroids,True,0,6,116,5,6,2
NCT00824473,A Study to Evaluate the Safety and Effectiveness of a Nasal Spray to Treat Seasonal Allergies,True,0,0,27,0,4,2
NCT01305473,A Retrospective Study With Prospective Follow-Up of Laparoscopic Ventral Hernia Repair Utilizing the...,True,0,3,1,3,1,1
NCT01721473,Brain Nicotine Receptor Density in Veteran Smokers,True,0,0,0,0,0,6
NCT03510273,Honduras Liger Thermocoagulator Study,True,0,0,308,0,9,1
NCT02504073,Clinical Reasoning Process of Physiotherapists When Observing Hemiplegic Gait,True,0,0,0,0,0,1
NCT01690273,Exercise Therapy Program in Ankylosing Spondylitis Patients,True,0,0,0,0,0,3
NCT02628873,Can SIS Using Air Bubbles Replace HSG for Fallopian Tubal Patency After Essure Placement,True,0,0,0,0,0,2
NCT02357173,A Trial of E-cigarettes in Current Cigarette Smokers,True,0,0,28,0,8,3
NCT00771173,CATHETER ANALGESIA TRIAL Phenazopyrdine vs. Placebo: a Randomized Controlled Trial,True,0,0,0,0,0,2
NCT01445873,Pilot Chart Review Study Of Sitaxentan Sodium (Thelin) In Patients With Pulmonary Arterial Hypertens...,True,0,0,27,0,7,1
NCT00780273,Success Rate of Immediately Loaded Implants With Platform Switched Design Placed in Anterior Part of...,True,0,0,0,0,0,1
NCT04639973,Early Anatomy Scan for Evaluation of Obese Pregnant Women (EASE-O),True,0,6,0,3,0,2
NCT00556673,Bronchodilatory Efficacy of a Single Dose QMF149 (Indacaterol Maleate/Mometasone Furoate) Via the Tw...,True,0,0,18,0,14,3
NCT02445573,Efficacy of Electroacupuncture (EA) for Women With Pure Stress Urinary Incontinence (SUI),True,0,0,5,0,3,2
NCT01068873,Kaletra and Maraviroc in Antiretroviral Therapy (ART)-Naive Patients (KALMAR Study),True,0,0,0,0,0,1
NCT03282227,A Study to Evaluate the Long-Term Safety of M207 in the Acute Treatment of Migraine,True,0,5,323,7,12,1
NCT05838027,"Pilot Guaranteed Income Study, Philadelphia, April 2023",True,0,0,0,0,0,4
NCT00654927,"Open-Label Extension Study to Evaluate the Safety, Tolerability and Activity of Oral Fampridine-SR i...",True,0,65,176,88,64,1
NCT01290627,In Vivo Determination of 3D Patellofemoral Mechanics,True,0,0,0,0,0,3
NCT02824627,Oxytocin on Irritability/Emotional Dysregulation of Disruptive Behavior and Mood Disorders,True,0,0,46,0,9,2
NCT02120027,52-Week Efficacy and Safety Study of Ibodutant in Women With Irritable Bowel Syndrome With Diarrhea ...,True,0,5,157,6,22,2
NCT00281827,"Carboplatin, Gemcitabine, and Thalidomide in Patients Undergoing Surgery for Stage II or III Non-Sma...",True,0,1,22,1,89,1
NCT03108027,Assess Bronchodilator Effect QVM149 Dosed Either in the Morning or Evening Compared to Placebo in Pa...,True,0,0,40,0,5,3
NCT03537274,"Efficacy of Polyethylene Glycol-Interferon Alfa-2B (PEG-Intron, SCH 54031) Compared to Interferon Al...",True,3,129,1186,104,53,4
NCT02001974,Pilot Study to Evaluate Reparixin With Weekly Paclitaxel in Patients With HER 2 Negative Metastatic ...,True,0,7,30,10,4,3
NCT02521974,A Study to Evaluate the Safety and Immunogenicity of Oral Polio Vaccine Type 2 in Infants and Childr...,True,0,0,2,0,2,2
NCT01387074,Observational Study of Botox® Treatment for Patients With Upper Limb Adult Spasticity,True,0,1,0,11,0,1
NCT02783274,Actis Total Hip System 2 Year Follow-up,True,9,8,22,10,6,1
NCT00799474,"Men's Beliefs About Associations Between HPV, Cancers, and HPV Vaccination",True,0,0,0,0,0,1
NCT01253265,A Study in Rheumatoid Arthritis,True,0,0,21,0,41,5
NCT01248065,Study of the Effect of Vitamin D as an Add-on Therapy to Corticosteroids in Asthma,True,0,15,325,13,8,2
NCT00356265,Alpha-Adrenoceptor Vascular Function In Chronic Kidney Disease Focus On The Role Of Endothelial Nitr...,True,0,0,0,0,0,3
NCT05085665,Loiasis Cross-reactive Antigenemia and Treatment-related Adverse Events,True,0,0,34,0,16,1
NCT00794365,Post Marketing Surveillance Study of Champix in Smoking Cessation for Filipino Patients,True,0,0,44,0,6,1
NCT02830165,Stereotactic Body Radiation Therapy in Treating Patients With High-Risk Prostate Cancer Undergoing S...,True,0,2,11,2,40,1
NCT01462565,Study of a New Thermo Stable Formulation of Epoprostenol Sodium to Treat Pulmonary Arterial Hyperten...,True,0,2,9,2,17,1
NCT02506465,Pivotal Study to Assess the Safety and Effectiveness of the iTind Device,True,1,12,50,12,3,2
NCT00287365,Genetic Susceptibility to Ozone in Mild Asthmatic Volunteers,True,0,0,2,0,2,1
NCT01263665,Evaluation of the 25 Centimeter (cm) GORE® VIABAHN® Endoprosthesis,True,0,39,20,33,9,1
NCT00223665,Effects of IAS in Men With Localized Biochemical Relapsed Prostate Cancer,True,33,5,91,6,11,1
NCT00643565,A Study of Avastin (Bevacizumab) in Combination With Standard Chemotherapy in Children and Adolescen...,True,77,134,149,128,83,2
NCT01292265,A 12 Week Study to Assess Changes in Joint Inflammation Using Ultrasonography in Patients With Rheum...,True,0,0,2,0,5,1
NCT03848065,"Safety, Tolerability, and Immunogenicity of V114 in Healthy Japanese Infants (V114-028)",True,1,6,131,4,21,3
NCT01900665,Progress of Mild Alzheimer's Disease in Participants on Solanezumab Versus Placebo,True,0,594,1581,316,13,4
NCT00973765,Prospective Randomized Trial of Bactrim on 7 Day Outcome in Patients With Uncomplicated Abscesses,True,0,0,0,0,0,2
NCT00894465,Midazolam Effect in Children Undergoing Voiding Cystourethrogram (VCUG),True,0,0,0,0,0,2
NCT02540265,Placebo-Controlled Evaluation of N1539 Following Bunionectomy Surgery,True,0,0,32,0,10,3
NCT00747474,Phase I Study of Intravenous Lipotecan® (TLC388 HCl for Injection) in Patients With Advanced Solid T...,True,0,11,54,22,39,1
NCT01194674,Microplasmin Intravitreal Administration in Participants With Uveitic Macular Edema,True,0,0,1,0,4,1
NCT01275365,Optimizing Protein Intake in Older Americans With Mobility Limitations,True,0,5,77,6,97,4
NCT02620865,BATS With in Combination With Low Dose IL-1 and GM-CSF for Advanced Pancreatic Cancer,True,1,0,2,0,15,1
NCT02402465,Factors Involved in Dymista's Superior Clinical Efficacy in the Treatment of Seasonal Allergic Rhini...,True,0,0,0,0,0,3
NCT03032965,Adenosine to Assess Complete Conduction Block During Catheter Ablation of Paroxysmal Atrial Fibrilla...,True,0,7,0,4,0,2
NCT00846365,Efficacy and Safety of Azilsartan Medoxomil Plus Chlorthalidone in Participants With Moderate to Sev...,True,0,18,194,27,3,3
NCT04925765,Virtual Reality Biofeedback for Postpartum Anxiety and Depression,True,0,0,0,0,0,1
NCT04824365,Sodium Pyruvate Nasal Spray Treatment of COVID-19 Infection,True,0,0,0,0,0,2
NCT00054665,PS-341 Alone and PS-341 Plus EPOCH Chemotherapy to Treat Non-Hodgkin's Lymphoma,True,0,61,68,85,108,2
NCT00562965,Study Comparing Inotuzumab Ozogamicin In Combination With Rituximab Versus Defined Investigator's Ch...,True,0,12,28,21,171,2
NCT02888665,Pembrolizumab and Doxorubicin Hydrochloride in Treating Patients With Sarcoma That is Metastatic or ...,True,17,16,37,49,121,3
NCT04435665,NFX-179 Topical Gel Treatment in Adults With Neurofibromatosis 1 (NF1) and Cutaneous Neurofibromas (...,True,0,0,10,0,9,4
NCT01670565,Belimumab for the Treatment of Diffuse Cutaneous Systemic Sclerosis,True,0,2,18,3,65,2
NCT02693665,Building Evidence for Effective Palliative/End of Life Care for Teens With Cancer,True,8,0,0,0,0,4
NCT00525265,A Clinical Pharmacological Study of OPC-41061 in the Treatment of Cardiac Edema (Congestive Heart Fa...,True,0,1,19,1,34,2
NCT03758365,Evaluation of the Vasoconstriction Properties of MC2-01 Cream,True,0,0,0,0,0,7
NCT01765465,Effect of Rowachol on Prevention of Postcholecystectomy Syndrome,True,0,0,1,0,1,2
NCT02962765,"Non-interventional Post-authorisation Study to Document the Immunogenicity, Safety, and Efficacy of ...",True,1,0,0,0,0,1
NCT01058265,Integrative Medicine Consultation for Patients With Pain or Fatigue,True,0,0,0,0,0,2
NCT04089865,Oral Versus Intravenous Tranexamic Acid,True,0,1,9,1,1,4
NCT00808665,Intraoperative Infusion of Precedex to Reduce Length of Stay After Lumbar Spine Fusion,True,0,4,49,4,9,2
NCT01281865,"Everolimus in Combination With Imatinib Mesylate in Treating Patients With Locally Advanced, Locally...",True,0,3,12,3,39,2
NCT02324465,King Vision Video Laryngoscope Versus Glidescope Video Laryngoscope,True,0,0,4,0,1,2
NCT03684265,A Study to Compare the Amount of Meloxicam in the Blood When it is Taken as Capsules or as Tablets,True,0,0,0,0,0,2
NCT02918565,Mechanisms for Alcohol Treatment Change [MATCH] Study,True,0,0,0,0,0,5
NCT04124965,"A Study to Investigate the Long-term Safety, Tolerability, and Efficacy of Rozanolixizumab in Adult ...",True,0,9,52,6,13,2
NCT00633074,Non-inferiority Study of GSK Biologicals' Influenza Vaccine GSK576389A Using Different Formulations,True,0,3,624,4,12,2
NCT00509665,Gemcitabine and Doxorubicin in Treating Patients With Recurrent or Progressive Head and Neck Cancer,True,0,1,18,1,15,1
NCT02769065,Study of TAK-071 in Healthy Participants and Participants With Mild Cognitive Impairment/Mild Alzhei...,True,0,0,70,0,53,30
NCT03259165,Nitroglycerin vs. Furosemide Using Lung Ultrasound Pilot Trial,True,3,1,4,1,1,2
NCT05265065,Evaluation of Full Versus Fractional Dose of COVID-19 Vaccine Given as a Booster for the Prevention ...,True,0,5,39,4,19,6
NCT04520165,Effect of Biologicals on Alternative Functions of Eosinophils in Severe Asthma,True,0,0,0,0,0,1
NCT05401565,Study To Evaluate The Efficacy And Safety Of Balovaptan In Adults With Post-Traumatic Stress Disorde...,True,0,0,16,27,27,2
NCT00722865,"Avastin (Bevacizumab) Plus Adriamycin, Bleomycin, Vinblastine and Dacarbazine (ABVD) for Advanced St...",True,0,4,25,4,45,1
NCT00309465,Perioperative Insulin Glargine Dosing Study,True,0,1,3,1,2,6
